emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,interest_rate,grade,dti,installment,region
9,OWN,Low,28000,2000, 36 months,other,Low,7.74,A,20.23,62.44,munster
5,MORTGAGE,Low,50000,9000, 36 months,debt_consolidation,Low,11.14,B,14.88,295.24,cannught
2,RENT,Low,56000,10000, 36 months,major_purchase,Low,7.74,A,9.02,312.19,leinster
8,MORTGAGE,Low,100000,25000, 36 months,credit_card,High,18.09,F,19.75,904.88,munster
3,RENT,Low,52500,17000, 36 months,debt_consolidation,Low,11.48,B,21.53,560.47,munster
3,RENT,Low,70000,5000, 36 months,small_business,High,17.39,E,15.34,179.24,munster
0.5,MORTGAGE,High,240000,25000, 36 months,home_improvement,High,15.31,D,14.72,870.39,Northern-Irl
4,RENT,Low,46800,14000, 36 months,credit_card,High,16,D,9.51,492.21,leinster
3,RENT,Low,48000,10000, 36 months,debt_consolidation,Low,12.87,C,16.18,336.34,ulster
4,MORTGAGE,Low,75000,14400, 36 months,debt_consolidation,High,13.92,C,16.24,491.58,Northern-Irl
1,MORTGAGE,Low,38000,10750, 36 months,debt_consolidation,High,14.96,D,22.45,372.44,ulster
0.5,MORTGAGE,Low,67500,1000, 36 months,other,Low,7.4,A,0.52,31.06,leinster
0.5,MORTGAGE,Low,65000,10250, 36 months,credit_card,Low,8.59,A,7.09,324.01,Northern-Irl
0.5,MORTGAGE,Low,40800,2000, 36 months,debt_consolidation,Low,7.74,A,6.06,62.44,leinster
0.5,RENT,Low,60000,7200, 36 months,credit_card,Low,7.74,A,4.94,224.78,Northern-Irl
2,RENT,Low,84000,6000, 36 months,car,Low,8.94,A,9.13,190.63,Northern-Irl
0.5,OWN,Low,27600,9600, 36 months,other,Low,8.59,A,8.43,303.46,leinster
0.5,RENT,Low,13200,3000, 36 months,other,Low,13.22,C,5.82,101.41,Northern-Irl
2,OWN,Low,54000,9600, 36 months,other,Low,12.18,B,4.78,319.68,ulster
10,RENT,Low,82400,2500, 36 months,other,High,13.92,C,2.13,85.35,munster
10,RENT,Low,40400,14000, 36 months,debt_consolidation,High,16,D,19.16,492.21,Northern-Irl
10,RENT,Low,72859,10000, 36 months,credit_card,Low,11.48,B,20.26,329.69,ulster
3,RENT,Low,85000,10000, 36 months,debt_consolidation,Low,12.87,C,6.23,336.34,ulster
3,MORTGAGE,Low,75400,6000, 36 months,house,Low,7.74,A,16.76,187.32,munster
2,RENT,Low,57600,13800, 36 months,debt_consolidation,High,13.57,C,17.5,468.77,Northern-Irl
3,MORTGAGE,Medium,137000,3500, 36 months,other,Low,12.18,B,13.53,116.55,Northern-Irl
4,RENT,Low,55000,25000, 36 months,small_business,High,17.04,E,9.36,891.86,Northern-Irl
10,RENT,Low,48000,9000, 36 months,debt_consolidation,Low,8.59,A,7.13,284.5,Northern-Irl
3,RENT,Low,62400,2000, 36 months,other,Low,12.53,B,4.02,66.94,Northern-Irl
0.5,RENT,Low,43000,15200, 36 months,debt_consolidation,High,14.26,C,17.19,521.45,ulster
7,RENT,Low,28590,8000, 36 months,debt_consolidation,High,15.65,D,6.17,279.89,Northern-Irl
0.5,MORTGAGE,Medium,150000,24000, 36 months,moving,High,17.04,E,3.7,856.18,ulster
5,OWN,Low,99500,4000, 36 months,other,Low,7.74,A,1.74,124.88,Northern-Irl
3,MORTGAGE,Low,80000,10000, 36 months,home_improvement,Low,11.83,B,10.59,331.34,cannught
5,MORTGAGE,Low,45000,14500, 36 months,debt_consolidation,Low,11.48,B,16.77,478.05,Northern-Irl
10,MORTGAGE,Low,58000,10400, 36 months,debt_consolidation,Low,12.18,B,19.7,346.32,Northern-Irl
1,RENT,Medium,147000,15000, 36 months,other,Low,8.94,A,3.47,476.58,leinster
5,MORTGAGE,Low,77000,21000, 36 months,credit_card,Low,11.48,B,17.56,692.34,cannught
0.5,OWN,Low,52000,19750, 36 months,house,High,16.7,E,18.18,701.16,leinster
0.5,RENT,Low,26400,6000, 36 months,credit_card,Low,8.59,A,10.14,189.67,Northern-Irl
5,RENT,Low,95000,18600, 36 months,other,High,13.57,C,0.44,631.82,Northern-Irl
0.5,MORTGAGE,Low,90000,9600, 36 months,debt_consolidation,High,13.92,C,13.75,327.72,cannught
10,MORTGAGE,Low,83000,15000, 36 months,credit_card,High,14.96,D,5.94,519.68,leinster
0.5,RENT,Low,24000,6250, 36 months,car,Low,12.53,B,21.75,209.17,Northern-Irl
1,RENT,Low,39200,2500, 36 months,medical,Low,7.74,A,21.55,78.05,ulster
7,OWN,Low,100000,18000, 36 months,debt_consolidation,High,13.92,C,17.52,614.47,cannught
2,RENT,Medium,126000,5000, 36 months,small_business,High,15.31,D,12.13,174.08,ulster
3,RENT,Low,100000,1200, 36 months,other,Low,8.59,A,0.53,37.94,Northern-Irl
1,RENT,Low,67000,15000, 36 months,other,High,13.57,C,17.89,509.53,Northern-Irl
10,MORTGAGE,Low,89000,15000, 36 months,home_improvement,Low,11.14,B,3.76,492.06,leinster
10,OWN,Medium,120000,20000, 36 months,other,Low,11.83,B,14.28,662.68,ulster
1,RENT,Low,80000,16800, 36 months,debt_consolidation,High,15.65,D,23.65,587.77,cannught
0.5,MORTGAGE,Low,50000,10000, 36 months,other,Low,7.74,A,0.86,312.19,Northern-Irl
4,RENT,Low,52000,10000, 36 months,debt_consolidation,Low,11.83,B,10.78,331.34,munster
4,RENT,Low,22800,5000, 36 months,debt_consolidation,High,13.57,C,10.95,169.85,ulster
1,RENT,Low,18000,5600, 36 months,small_business,High,18.09,F,9.8,202.7,cannught
10,MORTGAGE,Low,85000,7200, 36 months,debt_consolidation,High,13.57,C,6.45,244.58,ulster
10,MORTGAGE,Medium,116000,25000, 36 months,debt_consolidation,Low,12.18,B,16.99,832.5,leinster
7,MORTGAGE,Medium,155000,4000, 36 months,medical,Low,11.14,B,16.56,131.22,leinster
0.5,OWN,Low,14400,9250, 36 months,debt_consolidation,High,14.96,D,0.08,320.47,ulster
3,RENT,Low,80000,10000, 36 months,medical,High,18.43,F,0.08,363.7,Northern-Irl
2,RENT,Low,31200,4000, 36 months,credit_card,Low,8.59,A,12,126.45,ulster
4,RENT,Low,82500,11000, 36 months,other,High,16.35,E,12.93,388.63,cannught
1,RENT,Low,36000,6000, 36 months,educational,Low,13.22,C,2.33,202.81,cannught
5,RENT,Low,18000,7000, 36 months,other,Low,11.14,B,16.33,229.63,Northern-Irl
2,RENT,Low,73000,3000, 36 months,other,Low,12.18,B,21.11,99.9,munster
10,OWN,Medium,142000,24250, 36 months,home_improvement,Low,11.48,B,1.27,799.49,cannught
8,RENT,Low,48000,5000, 36 months,debt_consolidation,Low,11.48,B,14.57,164.85,ulster
2,RENT,Low,75000,6500, 36 months,debt_consolidation,High,13.57,C,3.52,220.8,Northern-Irl
10,MORTGAGE,Low,51000,14500, 36 months,debt_consolidation,Low,8.94,A,10.96,460.69,Northern-Irl
0.5,RENT,Medium,135000,24250, 36 months,debt_consolidation,Low,12.87,C,15.84,815.61,ulster
8,OWN,Low,32560,6000, 36 months,home_improvement,Low,8.94,A,11.24,190.63,cannught
5,MORTGAGE,Low,95000,15000, 36 months,home_improvement,Low,11.14,B,24.87,492.06,leinster
0.5,MORTGAGE,Low,52000,8000, 36 months,credit_card,Low,12.53,B,7.04,267.74,leinster
10,MORTGAGE,High,325000,18000, 36 months,debt_consolidation,High,14.96,D,11.1,623.61,munster
0.5,RENT,Low,35000,9000, 36 months,debt_consolidation,Low,8.59,A,6.62,284.5,ulster
0.5,MORTGAGE,Low,96000,1500, 36 months,major_purchase,High,14.26,C,15.97,51.46,leinster
3,RENT,Low,66000,12000, 36 months,debt_consolidation,Low,11.83,B,13.36,397.61,cannught
5,MORTGAGE,Low,63000,5000, 36 months,major_purchase,Low,11.14,B,13.75,164.02,leinster
1,RENT,Low,84000,12000, 36 months,other,High,14.96,D,15.06,415.74,Northern-Irl
0.5,MORTGAGE,Low,56000,8000, 36 months,credit_card,Low,11.14,B,20.57,262.43,cannught
3,MORTGAGE,Low,60000,6000, 36 months,home_improvement,Low,11.48,B,9.34,197.82,Northern-Irl
5,RENT,Low,80000,10000, 36 months,debt_consolidation,Low,11.14,B,4.68,328.04,Northern-Irl
0.5,RENT,Low,40000,14000, 36 months,debt_consolidation,High,14.61,D,16.89,482.66,leinster
5,MORTGAGE,Medium,106000,25000, 36 months,debt_consolidation,High,18.09,F,16.37,904.88,leinster
0.5,RENT,Medium,160000,10000, 36 months,other,Low,8.94,A,4.04,317.72,Northern-Irl
0.5,RENT,Low,60000,3500, 36 months,debt_consolidation,High,13.57,C,15.06,118.89,ulster
0.5,OWN,Low,15600,6400, 36 months,debt_consolidation,Low,7.74,A,12.69,199.8,leinster
9,RENT,Low,70000,5000, 36 months,car,Low,7.74,A,2.11,156.1,Northern-Irl
4,RENT,Low,21000,4750, 36 months,credit_card,High,15.65,D,19.14,166.19,ulster
6,MORTGAGE,Low,73000,15000, 36 months,debt_consolidation,Low,11.83,B,19.25,497.01,leinster
9,RENT,Low,71232,12800, 36 months,debt_consolidation,High,14.96,D,9.37,443.46,ulster
4,RENT,Low,45400,15000, 36 months,debt_consolidation,Low,12.18,B,1.5,499.5,cannught
2,RENT,Low,42000,2800, 36 months,wedding,High,16,D,22.31,98.45,leinster
3,RENT,Low,34500,3000, 36 months,house,Low,11.83,B,20.94,99.41,Northern-Irl
6,RENT,Low,14573,5000, 36 months,other,Low,12.18,B,10.95,166.5,leinster
8,MORTGAGE,Low,60000,5000, 36 months,major_purchase,Low,11.83,B,8.92,165.67,ulster
2,MORTGAGE,Low,76500,15000, 36 months,debt_consolidation,Low,12.87,C,20.41,504.5,cannught
5,OWN,Low,24000,2850, 36 months,debt_consolidation,Low,11.83,B,24.7,94.44,leinster
2,RENT,Low,70000,9000, 36 months,debt_consolidation,Low,12.87,C,17.5,302.7,Northern-Irl
5,RENT,Low,33736,13600, 36 months,debt_consolidation,High,13.57,C,15.26,461.98,leinster
3,RENT,Low,60000,5000, 36 months,credit_card,High,15.31,D,22.57,174.08,Northern-Irl
10,RENT,Low,55164,25000, 36 months,house,Low,13.22,C,0,845.02,Northern-Irl
7,MORTGAGE,Low,85000,11700, 36 months,credit_card,Low,8.59,A,8.03,369.84,cannught
0.5,RENT,Low,98000,9000, 36 months,debt_consolidation,Low,12.87,C,8.49,302.7,ulster
0.5,RENT,Low,85000,5000, 36 months,debt_consolidation,High,15.31,D,9.06,174.08,ulster
10,RENT,Medium,125000,6500, 36 months,major_purchase,High,14.61,D,5.49,224.09,Northern-Irl
10,MORTGAGE,Low,92000,10000, 36 months,small_business,High,16.7,E,6.89,355.02,leinster
3,MORTGAGE,Low,98000,25000, 36 months,educational,Low,11.83,B,4.87,828.35,Northern-Irl
0.5,MORTGAGE,Medium,114440,3000, 36 months,other,Low,8.59,A,0.16,94.84,Northern-Irl
1,RENT,Medium,125000,24250, 36 months,debt_consolidation,Low,11.48,B,10.41,799.49,leinster
5,RENT,Low,54000,25000, 36 months,debt_consolidation,High,18.43,F,10.04,909.25,ulster
1,MORTGAGE,Medium,106050,23000, 36 months,debt_consolidation,High,14.96,D,8.37,796.84,cannught
10,OWN,Medium,157000,12000, 36 months,debt_consolidation,High,13.92,C,18.75,409.65,ulster
5,RENT,Low,37000,6000, 36 months,credit_card,Low,11.83,B,20.63,198.81,ulster
10,RENT,Low,45000,13000, 36 months,debt_consolidation,Low,8.94,A,13.17,413.03,leinster
9,MORTGAGE,Low,60000,24250, 36 months,debt_consolidation,High,15.31,D,19.88,844.28,ulster
7,RENT,Low,60132,15000, 36 months,debt_consolidation,High,14.26,C,8.94,514.59,Northern-Irl
3,OWN,Low,28000,12000, 36 months,debt_consolidation,High,16,D,12.13,421.89,munster
2,MORTGAGE,Low,69867,13000, 36 months,credit_card,Low,11.14,B,10.43,426.45,leinster
4,RENT,High,384000,2000, 36 months,other,High,16.7,E,1.77,71.01,leinster
0.5,RENT,Low,15600,2800, 36 months,other,Low,7.4,A,15.46,86.97,munster
8,RENT,Low,60000,9975, 36 months,medical,Low,11.48,B,18.98,328.87,ulster
2,RENT,Low,40000,1500, 36 months,other,High,14.61,D,3.9,51.72,ulster
6,MORTGAGE,Medium,110000,6000, 36 months,credit_card,Low,8.94,A,5.47,190.63,ulster
10,MORTGAGE,Low,58000,6000, 36 months,debt_consolidation,High,14.61,D,12.95,206.86,cannught
0.5,MORTGAGE,High,201000,18000, 36 months,wedding,Low,11.83,B,18.33,596.41,ulster
3,RENT,Low,65000,15000, 36 months,debt_consolidation,Low,8.94,A,6,476.58,Northern-Irl
1,RENT,Low,18000,1800, 36 months,other,Low,12.18,B,6.33,59.94,Northern-Irl
3,OWN,Low,67000,12000, 36 months,debt_consolidation,Low,8.59,A,7.54,379.33,Northern-Irl
0.5,RENT,Low,40000,4500, 36 months,major_purchase,Low,7.74,A,16.02,140.49,leinster
5,MORTGAGE,Low,93000,16000, 36 months,debt_consolidation,High,13.57,C,14.37,543.5,ulster
6,OWN,Medium,101000,12000, 36 months,debt_consolidation,Low,12.18,B,12.93,399.6,Northern-Irl
4,OWN,Low,30000,10000, 36 months,debt_consolidation,High,14.61,D,20.2,344.76,Northern-Irl
2,RENT,Low,43000,9200, 36 months,debt_consolidation,Low,8.94,A,24.44,292.3,ulster
6,OWN,Low,95000,14000, 36 months,debt_consolidation,High,17.74,E,22.19,504.3,Northern-Irl
5,RENT,Low,35000,10000, 36 months,debt_consolidation,High,14.61,D,10.22,344.76,munster
7,MORTGAGE,Low,65000,4500, 36 months,small_business,High,13.92,C,0.78,153.62,munster
0.5,MORTGAGE,Low,19013,3500, 36 months,debt_consolidation,High,14.61,D,5.24,120.67,leinster
3,MORTGAGE,Low,33600,12000, 36 months,educational,Low,11.83,B,22.57,397.61,cannught
10,MORTGAGE,Low,75000,8000, 36 months,car,Low,7.05,A,1.73,247.2,leinster
10,OWN,Low,74400,7500, 36 months,car,Low,7.05,A,4.26,231.75,ulster
3,MORTGAGE,Low,48000,14400, 36 months,credit_card,Low,12.87,C,5.42,484.32,ulster
5,RENT,Low,55000,20000, 36 months,debt_consolidation,Low,12.53,B,2.71,669.33,ulster
10,MORTGAGE,Low,88000,10000, 36 months,credit_card,Low,8.94,A,15.35,317.72,Northern-Irl
5,MORTGAGE,Low,49200,5000, 36 months,other,Low,7.74,A,4.71,156.1,ulster
3,RENT,Low,42000,8500, 36 months,credit_card,Low,12.53,B,21.97,284.47,cannught
0.5,RENT,Low,40000,12000, 36 months,other,High,14.61,D,16.44,413.71,ulster
1,RENT,Low,18000,3250, 36 months,debt_consolidation,Low,13.22,C,23.53,109.86,leinster
10,RENT,Low,57600,7000, 36 months,other,Low,7.4,A,21.96,217.42,ulster
0.5,RENT,Low,25000,3600, 36 months,medical,Low,8.94,A,16.56,114.38,Northern-Irl
3,RENT,Low,75000,20000, 36 months,wedding,Low,11.83,B,7.42,662.68,Northern-Irl
0.5,RENT,Low,68000,10000, 36 months,debt_consolidation,Low,11.83,B,16.94,331.34,Northern-Irl
10,RENT,Low,73200,4800, 36 months,other,High,16.7,E,19.98,170.41,Northern-Irl
2,RENT,Low,44000,15000, 36 months,debt_consolidation,Low,11.48,B,12.19,494.53,leinster
2,RENT,Low,42000,11000, 36 months,debt_consolidation,Low,12.53,B,18.89,368.13,cannught
10,MORTGAGE,Low,86400,10000, 36 months,debt_consolidation,High,16,D,21.01,351.58,ulster
0.5,OWN,Low,70000,8000, 36 months,car,Low,7.05,A,7.92,247.2,Northern-Irl
6,RENT,Medium,105000,7000, 36 months,educational,Low,7.74,A,7.43,218.54,Northern-Irl
8,MORTGAGE,Low,74400,8000, 36 months,other,High,14.26,C,12.21,274.45,ulster
2,RENT,Low,60000,12000, 36 months,small_business,High,15.31,D,14.3,417.79,ulster
6,OWN,Low,46000,8000, 36 months,other,Low,11.48,B,15.1,263.75,leinster
10,MORTGAGE,Low,92000,18000, 36 months,home_improvement,Low,11.48,B,7.84,593.44,leinster
10,RENT,Low,91000,16800, 36 months,debt_consolidation,Low,11.48,B,10.77,553.87,Northern-Irl
3,RENT,Low,69500,20000, 36 months,debt_consolidation,High,17.74,E,23.17,720.42,munster
1,OWN,Low,61547,24250, 36 months,debt_consolidation,High,14.96,D,20.16,840.15,Northern-Irl
6,RENT,Low,85900,10000, 36 months,debt_consolidation,Low,12.53,B,10.81,334.67,ulster
0.5,RENT,Low,30000,8000, 36 months,small_business,High,20.52,G,8.12,299.43,Northern-Irl
0.5,MORTGAGE,Low,50000,5000, 36 months,debt_consolidation,Low,8.59,A,8.02,158.06,ulster
4,RENT,Low,31610,4000, 36 months,other,High,13.92,C,17.77,136.55,ulster
10,OWN,High,240000,25000, 36 months,home_improvement,Low,11.83,B,14.77,828.35,Northern-Irl
10,OWN,Low,80000,5000, 36 months,other,Low,11.14,B,11.07,164.02,ulster
3,RENT,Low,65000,10000, 36 months,debt_consolidation,High,14.26,C,3.42,343.06,Northern-Irl
5,OWN,Low,54000,8000, 36 months,debt_consolidation,Low,11.83,B,21.98,265.08,leinster
1,RENT,Low,98000,25000, 36 months,small_business,High,16,D,11.4,878.94,ulster
10,MORTGAGE,Low,29328,10000, 36 months,major_purchase,Low,7.74,A,21.4,312.19,Northern-Irl
1,MORTGAGE,Low,85000,10000, 36 months,other,Low,12.87,C,15.8,336.34,leinster
0.5,RENT,Low,30000,5000, 36 months,debt_consolidation,Low,8.59,A,9.04,158.06,ulster
2,RENT,Low,60000,8000, 36 months,debt_consolidation,Low,8.94,A,3.62,254.18,Northern-Irl
4,RENT,Low,63500,1600, 36 months,debt_consolidation,Low,11.83,B,12.26,53.02,Northern-Irl
0.5,RENT,High,240000,20000, 36 months,other,Low,11.83,B,2.73,662.68,munster
0.5,MORTGAGE,Medium,120000,25000, 36 months,debt_consolidation,High,15.31,D,8.39,870.39,ulster
0.5,RENT,Low,24000,9000, 36 months,debt_consolidation,Low,11.14,B,12.1,295.24,ulster
0.5,RENT,Low,12000,1500, 36 months,other,Low,11.83,B,1.5,49.71,leinster
10,RENT,Low,30000,14800, 36 months,debt_consolidation,Low,11.14,B,15.52,485.5,ulster
5,RENT,Low,20400,3250, 36 months,debt_consolidation,High,14.26,C,22.41,111.5,ulster
0.5,RENT,Low,40000,12000, 36 months,debt_consolidation,Low,12.87,C,19.32,403.6,cannught
4,MORTGAGE,Medium,108000,5000, 36 months,home_improvement,Low,12.87,C,16.04,168.17,munster
2,RENT,Low,67000,20000, 36 months,debt_consolidation,High,14.26,C,11.23,686.12,cannught
0.5,RENT,Low,13380,2800, 36 months,vacation,High,14.61,D,3.14,96.54,leinster
2,MORTGAGE,Medium,140000,15000, 36 months,small_business,High,16.35,E,11.25,529.94,cannught
5,MORTGAGE,Low,42000,7000, 36 months,debt_consolidation,Low,8.59,A,13.86,221.28,Northern-Irl
0.5,RENT,Low,33600,5000, 36 months,other,High,13.92,C,15.68,170.69,ulster
1,RENT,Low,45000,6000, 36 months,debt_consolidation,High,14.61,D,16.67,206.86,cannught
9,MORTGAGE,Low,54000,8525, 36 months,debt_consolidation,Low,8.59,A,10.56,269.48,munster
0.5,RENT,Low,28800,6000, 36 months,other,Low,8.94,A,15.08,190.63,ulster
5,RENT,Low,32200,6500, 36 months,debt_consolidation,Low,11.83,B,22.25,215.38,Northern-Irl
10,MORTGAGE,High,234000,21600, 36 months,credit_card,Low,12.18,B,12.88,719.28,ulster
0.5,MORTGAGE,Low,87000,12000, 36 months,debt_consolidation,Low,8.59,A,18.8,379.33,leinster
2,RENT,Low,25000,9000, 36 months,debt_consolidation,Low,11.48,B,16.7,296.72,leinster
10,MORTGAGE,Low,65856,16800, 36 months,home_improvement,High,13.92,C,17.49,573.5,Northern-Irl
10,MORTGAGE,Low,67000,25000, 36 months,home_improvement,High,15.65,D,13.65,874.66,Northern-Irl
9,MORTGAGE,Low,62500,15000, 36 months,major_purchase,Low,11.14,B,9.35,492.06,cannught
4,MORTGAGE,Low,36000,11500, 36 months,debt_consolidation,High,13.57,C,12.1,390.64,cannught
3,RENT,Low,20400,2000, 36 months,home_improvement,Low,12.53,B,24.35,66.94,cannught
10,MORTGAGE,Low,79560,8000, 36 months,credit_card,Low,12.53,B,7.81,267.74,ulster
3,RENT,Low,61500,8000, 36 months,educational,Low,11.48,B,19.69,263.75,Northern-Irl
0.5,MORTGAGE,Medium,110000,23000, 36 months,wedding,Low,11.48,B,11.04,758.28,Northern-Irl
7,OWN,Medium,123000,4000, 36 months,other,Low,8.59,A,7.67,126.45,Northern-Irl
5,RENT,Low,24000,8975, 36 months,major_purchase,Low,11.83,B,20.65,297.38,ulster
3,RENT,Low,35000,21000, 36 months,other,Low,12.53,B,6.65,702.8,ulster
0.5,RENT,Low,38000,15000, 36 months,debt_consolidation,Low,12.87,C,21.98,504.5,munster
0.5,RENT,Low,34000,7500, 36 months,car,Low,8.94,A,6.46,238.29,leinster
0.5,RENT,Low,62500,11100, 36 months,debt_consolidation,Low,12.87,C,19.99,373.33,Northern-Irl
7,RENT,Low,21600,3000, 36 months,major_purchase,Low,12.18,B,1.67,99.9,ulster
9,OWN,Low,75000,20400, 36 months,car,Low,7.74,A,15.38,636.86,leinster
1,RENT,Low,74500,11500, 36 months,car,Low,7.05,A,16.38,355.35,leinster
3,RENT,Low,45000,10000, 36 months,small_business,High,15.65,D,5.41,349.87,cannught
1,MORTGAGE,Medium,191000,10000, 36 months,educational,Low,12.53,B,12.2,334.67,leinster
3,OWN,Low,20000,5000, 36 months,other,Low,11.83,B,17.64,165.67,Northern-Irl
6,RENT,Low,53000,8000, 36 months,other,High,14.26,C,22.46,274.45,leinster
8,OWN,Low,68000,24250, 36 months,debt_consolidation,Low,12.18,B,18.67,807.53,cannught
2,RENT,Low,67500,5000, 36 months,other,Low,7.74,A,0.6,156.1,leinster
4,OWN,High,600000,24000, 36 months,major_purchase,High,18.43,F,7.09,872.88,ulster
3,RENT,Low,30000,10000, 36 months,debt_consolidation,Low,11.48,B,16,329.69,Northern-Irl
6,MORTGAGE,Medium,156000,15000, 36 months,home_improvement,High,13.57,C,8.88,509.53,ulster
3,RENT,Low,62000,20000, 36 months,debt_consolidation,High,14.61,D,9.41,689.51,ulster
10,MORTGAGE,Low,53000,10000, 36 months,debt_consolidation,High,17.39,E,22.35,358.48,Northern-Irl
4,MORTGAGE,Low,87000,9000, 36 months,credit_card,High,16,D,10.86,316.42,munster
10,MORTGAGE,Medium,119000,6000, 36 months,credit_card,Low,8.59,A,8.21,189.67,leinster
9,MORTGAGE,Low,54000,10000, 36 months,credit_card,Low,8.59,A,9.98,316.11,ulster
0.5,OWN,Low,12000,4500, 36 months,car,Low,11.14,B,17,147.62,Northern-Irl
2,RENT,Low,18000,6500, 36 months,debt_consolidation,Low,7.74,A,18,202.93,Northern-Irl
1,OWN,Low,40000,9000, 36 months,other,Low,8.94,A,12.42,285.95,cannught
0.5,RENT,Low,62000,4800, 36 months,small_business,High,16.7,E,23.86,170.41,Northern-Irl
1,RENT,Low,90000,3500, 36 months,other,Low,11.83,B,4.33,115.97,ulster
2,RENT,Low,65000,6000, 36 months,major_purchase,Low,11.14,B,0.52,196.83,ulster
5,RENT,Low,72000,7400, 36 months,debt_consolidation,High,15.65,D,9.32,258.9,ulster
8,MORTGAGE,Low,84000,8500, 36 months,debt_consolidation,Low,11.83,B,13.63,281.64,Northern-Irl
2,RENT,Low,55000,5000, 36 months,debt_consolidation,High,15.31,D,9.45,174.08,Northern-Irl
0.5,MORTGAGE,Medium,105000,18000, 36 months,debt_consolidation,Low,8.94,A,12.29,571.89,Northern-Irl
0.5,RENT,Medium,108000,20000, 36 months,credit_card,High,13.92,C,4.62,682.74,ulster
2,RENT,Low,45000,13000, 36 months,debt_consolidation,Low,11.48,B,6,428.59,Northern-Irl
4,MORTGAGE,Low,86670,20000, 36 months,credit_card,Low,12.53,B,20.13,669.33,cannught
0.5,RENT,Low,60000,8000, 36 months,other,Low,11.14,B,13.52,262.43,cannught
0.5,OWN,Low,24000,2500, 36 months,other,Low,11.83,B,7.2,82.84,munster
3,RENT,Low,94000,10600, 36 months,wedding,Low,12.18,B,8.49,352.98,leinster
9,RENT,Medium,106000,20000, 36 months,credit_card,Low,13.22,C,9.32,676.02,ulster
0.5,MORTGAGE,Medium,130000,15000, 36 months,debt_consolidation,High,14.26,C,24.95,514.59,ulster
